,BSSID,SSID,zone,subzone,dBm_Signal,Channel,Crypto
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,1,-85,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,1,-84,5,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,1,-66,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,1,-55,6,{'OPN'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,3,1,-83,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,1,-55,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,1,-66,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,1,-53,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,1,-67,6,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,1,-82,N/A,N/A
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,1,-81,9,{'WPA/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,3,1,-61,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,3,1,-60,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,1,-68,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,1,-67,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,1,-65,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,1,-55,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,1,-54,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,1,-56,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,1,-55,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:ff,MIWIFI_5G_pvER,3,1,-90,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,1,-54,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,3,1,-77,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,1,-77,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,1,-78,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,1,-77,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,1,-77,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,1,-77,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,1,-80,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,1,-79,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,1,-79,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,1,-81,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,1,-81,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,1,-82,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,1,-78,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,1,-78,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,1,-78,52,{'WPA2/PSK'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,3,2,-82,1,{'WPA/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,2,-77,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,2,-58,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,2,-57,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,2,-62,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,2,-86,1,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,2,-78,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,2,-60,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,2,-59,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,2,-60,1,{'WEP'}
0,d0:57:94:78:8c:26,vodafone8C20,3,2,-82,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,2,-71,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,2,-85,1,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,2,-77,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,2,-61,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,2,-61,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,2,-59,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,2,-75,1,{'WEP'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,3,2,-81,1,{'WPA/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,2,-78,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,2,-66,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,2,-66,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,2,-61,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,2,-56,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,2,-65,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,2,-76,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,2,-58,1,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,2,-79,5,{'WPA2/PSK'}
0,44:ff:ba:16:0d:4d,MIWIFI_2G_T4G6,3,2,-88,4,{'WPA/PSK'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,2,-80,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,2,-78,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,2,-88,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-55,5,{'WEP'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,2,-85,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-55,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,2,-78,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,2,-78,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-55,5,{'WEP'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,2,-85,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-55,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,2,-77,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,2,-78,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-54,5,{'WEP'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,3,2,-85,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-53,6,{'OPN'}
0,f8:8e:85:dc:97:21,MOVISTAR_9720,3,2,-89,6,{'WPA/PSK'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,3,2,-85,6,{'WPA2/PSK'}
0,b4:2a:0e:da:00:de,Navi Wifi 2G,3,2,-90,6,"{'WPA2/PSK', 'WPA/PSK'}"
0,e2:41:36:50:0b:68,MOVISTAR_0B68,3,2,-83,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-53,6,{'OPN'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,3,2,-87,6,{'WPA2/PSK'}
0,d8:fb:5e:01:0c:6e,MOVISTAR_0C6D,3,2,-87,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,2,-56,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-54,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,2,-54,5,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,2,-56,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-54,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,2,-56,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-54,6,{'OPN'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,2,-56,6,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,2,-57,6,{'OPN'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,2,-89,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,2,-87,9,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,2,-87,N/A,N/A
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,3,2,-55,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,3,2,-57,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,2,-63,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,2,-63,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,2,-52,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,2,-52,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,2,-52,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,2,-52,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,2,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,3,3,-82,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,3,-74,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,3,-84,1,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,3,-81,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,3,-53,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,3,-66,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,3,-84,1,{'WPA2/PSK'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,3,3,-82,1,{'WPA/PSK'}
0,44:ff:ba:21:b4:95,MIWIFI_2G_Knpb,3,3,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,3,-69,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,3,-86,1,{'WPA2/PSK'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,3,-51,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,3,-51,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,3,-65,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,3,-72,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,3,-67,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,3,-72,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,3,-72,5,{'OPN'}
0,7a:6f:52:d6:ea:05,MIWIFI_5G_K3fy,3,3,-85,4,{'WPA/PSK'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,3,-75,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,3,-74,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,3,-56,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,3,-83,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,3,-79,5,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,3,-53,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,3,-79,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,3,-79,5,{'OPN'}
0,8c:0c:a3:37:e2:4c,MOVISTAR_E24C,3,3,-81,6,{'WPA/PSK'}
0,e2:41:36:50:0b:68,MOVISTAR_0B68,3,3,-84,6,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,3,-51,6,{'OPN'}
0,bc:30:d9:78:a4:9e,MiFibra-A49C,3,3,-84,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,3,-61,6,{'WEP'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,3,-62,6,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,3,-85,9,{'WEP'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,3,-76,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,3,-82,9,{'WEP'}
0,dc:53:7c:08:b0:88,ONO8AC2,3,3,-92,9,"{'WPA2/PSK', 'WPA/PSK'}"
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,3,-75,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,3,-81,9,{'WPA2/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,3,-81,9,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-58,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-55,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-56,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,3,3,-64,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-54,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-51,11,{'WPA2/PSK'}
0,80:29:94:c2:5c:6c,vodafone5C67,3,3,-90,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,3,3,-61,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,80:29:94:c2:5c:6c,vodafone5C67,3,3,-84,11,"{'WPA2/PSK', 'WPA/PSK'}"
0,04:a2:22:1e:74:16,MiFibra-7414,3,3,-68,11,{'WEP'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,3,-56,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,3,-66,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,3,-69,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,3,-52,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,3,-53,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,3,-54,48,"{'WPA2/PSK', 'WPA/PSK'}"
0,ec:f4:51:55:0a:a2,,3,3,-69,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,3,-69,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,3,-69,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,3,-70,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,3,-67,52,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,4,-84,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,4,-58,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,4,-60,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,4,-54,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,4,-74,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,4,-86,1,{'WPA2/PSK'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,3,4,-84,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,3,4,-82,1,{'WEP'}
0,a8:d3:f7:16:61:2c,Orange-612A,3,4,-85,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,3,4,-58,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,3,4,-58,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,3,4,-54,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,3,4,-72,1,{'WEP'}
0,94:6a:b0:5d:67:3a,MiFibra-6738,3,4,-78,1,{'WPA2/PSK'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,3,4,-84,1,{'WEP'}
0,48:8d:36:50:bc:22,MiFibra-BC20,3,4,-84,1,{'WEP'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-56,5,{'WEP'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,4,-54,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-57,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,4,-82,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,4,-81,5,{'OPN'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,4,-54,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-57,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,4,-79,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,4,-79,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,4,-84,5,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,4,-54,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-57,5,{'WEP'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,4,-81,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,4,-83,5,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,4,-55,6,{'OPN'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-57,5,{'WEP'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,4,-84,5,{'WPA2/PSK'}
0,44:fb:5a:b3:48:c0,DIGIFIBRA-PfRf,3,4,-56,5,{'WEP'}
0,ac:cf:85:52:bd:b4,vodafoneBDAC,3,4,-80,5,{'WPA2/PSK'}
0,ac:cf:85:52:bd:b5,_ONOWiFi,3,4,-81,5,{'OPN'}
0,18:d6:c7:45:07:66,JAZZTEL_l0l4,3,4,-84,5,{'WPA2/PSK'}
0,78:11:dc:e6:d0:97,rockrobo-vacuum-v1_miapD097,3,4,-54,6,{'OPN'}
0,f8:8e:85:dc:97:21,MOVISTAR_9720,3,4,-85,6,{'WPA/PSK'}
0,e2:41:36:84:12:f8,MOVISTAR_12F8,3,4,-90,6,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,4,-55,6,{'WEP'}
0,c4:71:54:35:a4:60,Flybox_A460,3,4,-91,6,"{'WPA/PSK', 'WPA2/PSK'}"
0,ec:f4:51:55:0a:a1,MiFibra-0A9F,3,4,-56,6,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,4,-85,9,{'WEP'}
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,4,-85,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,4,-85,N/A,N/A
0,74:b5:7e:f2:70:fe,MIWIFI_2G_pvER,3,4,-88,9,{'WPA/PSK'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,4,-84,9,{'WEP'}
0,c8:b4:22:51:20:2f,MOVISTAR_2020,3,4,-85,9,{'WEP'}
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,3,4,-58,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,4,-60,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,3,4,-59,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,4,-60,11,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,4,-60,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,3,4,-65,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,3,4,-56,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b1,devolo-bb1,3,4,-60,11,{'WPA2/PSK'}
0,50:7e:5d:67:53:ed,Orange-53EB,3,4,-66,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c6,TontoElQueLoLea-2.4G,3,4,-56,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,3,4,-65,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,50:7e:5d:67:53:ed,Orange-53EB,3,4,-66,11,"{'WPA/PSK', 'WPA2/PSK'}"
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,4,-67,36,{'WPA2/PSK'}
0,f4:06:8d:8c:ab:b2,devolo-bb1,3,4,-67,36,{'WPA2/PSK'}
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,4,-52,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,4,-52,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,4,-52,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,4,-52,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,00:4a:77:e8:1b:c7,TontoElQueLoLea-5G,3,4,-52,48,"{'WPA/PSK', 'WPA2/PSK'}"
0,ec:f4:51:55:0a:a2,,3,4,-72,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,4,-72,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,4,-72,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,4,-72,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,4,-72,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,4,-72,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,4,-72,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,4,-72,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,4,-72,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,4,-72,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,4,-72,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,4,-72,52,{'WPA2/PSK'}
0,ec:f4:51:55:0a:a2,,3,4,-72,52,{'WPA2/PSK'}
0,e6:f4:51:55:0a:a2,MiFibra-0A9F,3,4,-72,52,{'WPA2/PSK'}
0,ee:f4:51:55:0a:a2,MiFibra-0A9F-5G,3,4,-72,52,{'WPA2/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,4,1,-83,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-39,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-46,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,1,-79,1,{'WEP'}
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,1,-60,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,4,1,-85,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-37,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,1,-75,1,{'WEP'}
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,4,1,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,1,-60,1,{'WEP'}
0,e4:3e:d7:e2:e9:70,MiFibra-E96E,4,1,-86,1,{'WEP'}
0,00:1a:2b:8d:de:d0,WLAN_E65F,4,1,-83,1,{'WPA/PSK'}
0,a8:d3:f7:16:61:2c,Orange-612A,4,1,-83,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-37,1,{'WEP'}
0,04:a2:22:1e:1a:16,MiFibra-1A14,4,1,-75,1,{'WEP'}
0,e4:ca:12:95:53:38,MIWIFI_2G_dEw3,4,1,-85,1,"{'WPA2/PSK', 'WPA/PSK'}"
0,78:31:2b:e1:87:ec,JAZZTEL_KfdA,4,1,-60,1,{'WEP'}
0,78:31:2b:dc:2f:a0,JAZZTEL_xdpk,4,1,-86,1,{'WEP'}
0,a8:d3:f7:16:61:2c,Orange-612A,4,1,-81,1,{'WEP'}
0,48:8d:36:d1:75:60,MiFibra-755E,4,1,-37,1,{'WEP'}
0,62:8d:36:d1:75:61,Invitado-755E,4,1,-38,1,{'WEP'}
